,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,SPTP,Rank_NEID,V,Teff (K),log g,Δ,t_exp (s),rv_rms_db,nobs_db,FOM,Tau [d],Nobs Run 0.5,Nobs Run 1,Nobs Run 2,RV RMS Run 0.5,RV RMS Run 1,RV RMS Run 2,Δγ Run 1–0.5,Δγ Run 1–2,nobs_NEID,rv_rms_NEID
185,zetCncC,Gaia DR3 657244521593508992,HD68256,HIP40167C,GJ9257C,-,-,zet Cnc C,-,,,,,,,,,,,,,,,,,,,0,
186,zetCncA,Gaia DR3 657244586015485440,HD68257,HIP40167A,GJ9257A,-,-,zet Cnc A,-,,,,,,,,,,,,,,,,,,,0,
187,HD74655,Gaia DR3 661183762517030784,HD74655,HIP43004,-,TIC184916538,-,-,-,,,,,,,,,,,,,,,,,,,0,
188,HD73344,Gaia DR3 666427539629086976,HD73344,HIP42403,-,TIC175193677,-,-,F6V,,,,,,,,,,,,,,,,,,,0,
189,HD64468,Gaia DR3 670216834655936128,HD64468,HIP38657,GJ292.1,TIC293253336,-,-,K2.5V,,,,,,,,,,,,,,,,,,,0,
190,HD65430,Gaia DR3 670853314448533888,HD65430,HIP39064,GJ3471,TIC54234694,-,-,K0V,,,,,,,,,,,,,,,,,,,0,
191,HD62346,Gaia DR3 672866898196152064,HD62346,HIP37722,-,TIC62740103,-,-,G5,,,,,,,,,,,,,,,,,,,0,
192,18Cnc,Gaia DR3 683184784030475520,HD69897,HIP40843,GJ303,TIC302188141,-, 18 Cnc,F6V,,,,,,,,,,,,,,,,,,,0,
193,HD76780,Gaia DR3 685042030968334592,HD76780,HIP44097,-,TIC203219063,-,-,G5,,,,,,,,,,,,,,,,,,,0,
194,HD76752,Gaia DR3 691401846741926400,HD76752,HIP44089,-,TIC126319262,-,-,G2V,,,,,,,,,,,,,,,,,,,0,
195,HD80536,Gaia DR3 693631553243146624,HD80536,HIP45869,-,TIC149417907,-,-,G0,,,,,,,,,,,,,,,,,,,0,
196,HD80509,Gaia DR3 702505745951768448,HD80509,HIP45870,-,TIC8768025,-,-,F5,,,,,,,,,,,,,,,,,,,0,
197,HD73226,Gaia DR3 702798559642115584,HD73226,HIP42356,-,TIC117162940,-,-,G5,,,,,,,,,,,,,,,,,,,0,
198,rhoCnc,Gaia DR3 704967037090946688,HD75732,HIP43587,GJ324A,TIC332064670,-,rho Cnc,K0IV,,,,,,,,,,,,,,,,,,,0,
199,HD74057,Gaia DR3 709910784966516992,HD74057,HIP42753,-,TIC332146607,-,-,F8,,,,,,,,,,,,,,,,,,,0,
200,HD74011,Gaia DR3 711192403208467968,HD74011,HIP42734,-,TIC332147244,-,-,F8,,,,,,,,,,,,,,,,,,,0,
201,HD77408,Gaia DR3 712473918368645120,HD77408,HIP44441,-,TIC166595382,-,-,F6IV,,,,,,,,,,,,,,,,,,,0,
202,HD76349,Gaia DR3 712966087261585664,HD76349,HIP43904,-,TIC165986450,-,-,G0,,,,,,,,,,,,,,,,,,,0,
203,HD78366,Gaia DR3 714116137767540096,HD78366,HIP44897,GJ334.2,TIC355127594,-,-,G0IV,,,,,,,,,,,,,,,,,,,0,
204,5LMi,Gaia DR3 716109930305855360,HD75332,HIP43410,-,TIC284898141,-,  5 LMi,F7V,,,,,,,,,,,,,,,,,,,0,
205,HD75353A,Gaia DR3 716546681236997888,HD75353A,-,-,TIC284928216,-,-,-,,,,,,,,,,,,,,,,,,,0,
206,HD76218,Gaia DR3 717094512905486976,HD76218,HIP43852,-,TIC188503588,-,-,G5V,,,,,,,,,,,,,,,,,,,0,
207,HD77407,Gaia DR3 718976395775952256,HD77407,HIP44458,-,TIC88646759,-,-,G0V,,,,,,,,,,,,,,,,,,,0,
208,HD76493,Gaia DR3 719601571215916544,HD76493,HIP44014,-,TIC416841738,-,-,-,,,,,,,,,,,,,,,,,,,0,
209,HD75933,Gaia DR3 720011654692793472,HD75933,HIP43737,-,TIC188474788,-,-,G5,,,,,,,,,,,,,,,,,,,0,
210,39Leo,Gaia DR3 725398123501434496,HD89125,HIP50384,GJ387,TIC95360514,-, 39 Leo,F6V,,,,,,,,,,,,,,,,,,,0,
211,35Leo,Gaia DR3 725469767850488064,HD89010,HIP50319,-,TIC95360265,-, 35 Leo,G1.5IV,,,,,,,,,,,,,,,,,,,0,
212,HD89055,Gaia DR3 727103367251735040,HD89055,HIP50355,-,TIC1043986,-,-,G0V,,,,,,,,,,,,,,,,,,,0,
213,HD94426,Gaia DR3 736376888838503936,HD94426,HIP53324,-,TIC101624378,-,-,F8V,,,,,,,,,,,,,,,,,,,0,
214,24LMi,Gaia DR3 741184091114529792,HD88986,HIP50316,-,TIC1042868,-, 24 LMi,G2V,,,,,,,,,,,,,,,,,,,0,
215,20LMi,Gaia DR3 746545172372256384,HD86728,HIP49081,GJ376,TIC172954294,-, 20 LMi,G3V,5.0,5.4,5742.0,4.31,4.02,433.0,3.2,48.0,4.509,1203.0,5.0,34.0,94.0,0.76,0.88,1.15,1.15,1.37,133,1.056
216,HD87836,Gaia DR3 747090839376823552,HD87836,HIP49680,-,TIC407590949,-,-,G5,,,,,,,,,,,,,,,,,,,0,
217,HD87883,Gaia DR3 747266452000257280,HD87883,HIP49699,-,TIC407591082,-,-,K0V,,,,,,,,,,,,,,,,,,,0,
218,HD97334,Gaia DR3 761919883981626752,HD97334,HIP54745,GJ417,TIC85335212,-,-,G2,,,,,,,,,,,,,,,,,,,0,
219,HD100167,Gaia DR3 770810466284247936,HD100167,HIP56257,-,TIC18065952,-,-,F8,,,,,,,,,,,,,,,,,,,0,
220,HD101177A,Gaia DR3 773861404893710208,HD101177A,HIP56809A,GJ433.2A,TIC393884179,-,-,G0V,,,,,,,,,,,,,,,,,,,0,
221,47UMa,Gaia DR3 777254360337133312,HD95128,HIP53721,GJ407,TIC21535479,-, 47 UMa,G1V,,,,,,,,,,,,,,,,,,,0,
222,HD97194,Gaia DR3 777967084390189696,HD97194,HIP54692,-,TIC156372021,-,-,F8,,,,,,,,,,,,,,,,,,,0,
223,HD83451,Gaia DR3 797813166194137472,HD83451,HIP47403,-,TIC155207713,-,-,-,,,,,,,,,,,,,,,,,,,0,
224,HD83525,Gaia DR3 797819831983352960,HD83525,HIP47436,-,TIC155230105,-,-,F5,,,,,,,,,,,,,,,,,,,0,
225,11LMi,Gaia DR3 798068905726303232,HD82885,HIP47080,GJ356A,TIC8915802,-, 11 LMi,G8V,,,,,,,,,,,,,,,,,,,0,
226,HD87127,Gaia DR3 802818555442790784,HD87127,HIP49308,-,TIC9375900,-,-,-,,,,,,,,,,,,,,,,,,,0,
227,HD89269,Gaia DR3 806000816970521728,HD89269,HIP50505,GJ3593,TIC39777146,-,-,G4V,,,,,,,,,,,,,,,,,,,0,
228,HD88984,Gaia DR3 810562347114361472,HD88984,HIP50366,-,TIC39733489,-,-,F5,,,,,,,,,,,,,,,,,,,0,
229,15LMi,Gaia DR3 821455861647126656,HD84737,HIP48113,GJ368,TIC23969522,-, 15 LMi,G0.5V,71.0,5.1,5872.0,4.1,2.56,1300.0,3.7,46.0,3.965,,,,,,,,,,0,
230,HD88230,Gaia DR3 823773494718931968,HD88230,HIP49908,GJ380,TIC371520835,-,-,K6V,,,,,,,,,,,,,,,,,,,0,
231,HD86560,Gaia DR3 828365055275781760,HD86560,HIP49070,-,TIC252466747,-,-,F8,,,,,,,,,,,,,,,,,,,0,
232,HD92855,Gaia DR3 829777377964973952,HD92855,HIP52498,-,TIC150276644,-,-,F9V,,,,,,,,,,,,,,,,,,,0,
233,HD96105,Gaia DR3 832865322008480896,HD96105,HIP54233,-,TIC318360556,-,-,-,,,,,,,,,,,,,,,,,,,0,
234,HD90508A,Gaia DR3 834571523536798848,HD90508A,-,GJ392A,-,-,-,-,,,,,,,,,,,,,,,,,,,0,
235,HD89652,Gaia DR3 834616362995049088,HD89652,HIP50742,-,TIC252478806,-,-,G0,,,,,,,,,,,,,,,,,,,0,
236,HD91347,Gaia DR3 834923367257321856,HD91347,HIP51700,-,TIC311556725,-,-,F8,,,,,,,,,,,,,,,,,,,0,
237,HD97855A,Gaia DR3 842361185463337728,HD97855A,HIP55044,GJ421.1A,TIC354033190,-,-,F6V,,,,,,,,,,,,,,,,,,,0,
238,HD96527A,Gaia DR3 842504568651372928,HD96527A,-,-,TIC318363572,-,-,-,,,,,,,,,,,,,,,,,,,0,
239,HD100214A,Gaia DR3 844806430603318784,HD100214A,HIP56289,-,TIC357170234,-,-,-,,,,,,,,,,,,,,,,,,,0,
240,HD88402,Gaia DR3 848195056719463680,HD88402,HIP50035,-,TIC371543499,-,-,G0,,,,,,,,,,,,,,,,,,,0,
241,HD89389,Gaia DR3 851843030143428480,HD89389,HIP50606,-,TIC252475665,-,-,F8V,,,,,,,,,,,,,,,,,,,0,
242,36UMa,Gaia DR3 853819947756949120,HD90839,HIP51459,GJ395,TIC416519065,-, 36 UMa,F8V,,,,,,,,,,,,,,,,,,,0,
243,HD100203,Gaia DR3 859479413275804928,HD100203,HIP56290,GJ431.1,TIC100011351,-,-,-,,,,,,,,,,,,,,,,,,,0,
244,HD95638,Gaia DR3 861857244610039552,HD95638,-,-,TIC99842694,-,-,-,,,,,,,,,,,,,,,,,,,0,
245,HD59360,Gaia DR3 864706010518988800,HD59360,HIP36481,-,TIC60992062,-,-,G0,,,,,,,,,,,,,,,,,,,0,
246,HD58551,Gaia DR3 865962683591073408,HD58551,HIP36152,-,TIC60776796,-,-,-,,,,,,,,,,,,,,,,,,,0,
247,HD63333,Gaia DR3 867679158680505600,HD63333,HIP38172,-,TIC130160780,-,-,F5,,,,,,,,,,,,,,,,,,,0,
248,HD60298,Gaia DR3 868513756724899840,HD60298,HIP36874,-,TIC94920145,-,-,G0,,,,,,,,,,,,,,,,,,,0,
249,HD64207,Gaia DR3 874164318778727936,HD64207,HIP38564,-,TIC171303795,-,-,-,,,,,,,,,,,,,,,,,,,0,
250,HD63433,Gaia DR3 875071278432954240,HD63433,HIP38228,-,TIC130181866,-,-,G5V,,,,,,,,,,,,,,,,,,,0,
251,HD65583,Gaia DR3 876370076542359936,HD65583,HIP39157,GJ295,TIC171523537,-,-,K0V,,,,,,,,,,,,,,,,,,,0,
252,HD54371,Gaia DR3 882872210352301568,HD54371,HIP34567,-,TIC87869692,-,-,-,,,,,,,,,,,,,,,,,,,0,
253,HD52711,Gaia DR3 887822001246832384,HD52711,HIP34017,GJ262,TIC91686663,-,-,G0V,24.0,5.93,5886.0,4.39,2.62,660.0,3.3,78.0,4.266,947.0,,30.0,53.0,,1.18,1.65,,2.18,83,1.512
254,HD56124,Gaia DR3 890234402772937472,HD56124,HIP35265,-,TIC371148289,-,-,G0,,,,,,,,,,,,,,,,,,,0,
255,GaiaEDR3892215482207937152,Gaia DR3 892215482207937152,-,HIP36357,GJ273.1,TIC239137106,-,-,-,,,,,,,,,,,,,,,,,,,0,
256,HD59747,Gaia DR3 898639447612575104,HD59747,HIP36704,-,TIC16045498,-,-,K1V,,,,,,,,,,,,,,,,,,,0,
257,HD58595,Gaia DR3 900556927171103232,HD58595,HIP36285,-,TIC18692746,-,-,-,,,,,,,,,,,,,,,,,,,0,
258,HD68933,Gaia DR3 901202374856726144,HD68933,HIP40472,-,TIC139268899,-,-,-,,,,,,,,,,,,,,,,,,,0,
259,HD68017,Gaia DR3 902007870203594880,HD68017,HIP40118,GJ9256,TIC165852811,-,-,G3V,20.0,6.78,5626.0,4.6,4.53,942.0,3.1,105.0,4.286,974.0,,30.0,60.0,,0.9,1.56,,1.56,90,1.275
260,HD71974,Gaia DR3 903616971110812544,HD71974,HIP41820,-,TIC289588769,-,-,G5V,,,,,,,,,,,,,,,,,,,0,
261,HD71148,Gaia DR3 918107434852949888,HD71148,HIP41484,GJ307.1,TIC27304566,-,-,G1V,,,,,,,,,,,,,,,,,,,0,
262,HD63814,Gaia DR3 918766901312365440,HD63814,HIP38422,-,TIC38956909,-,-,F8,,,,,,,,,,,,,,,,,,,0,
263,HD62301,Gaia DR3 920377960724886144,HD62301,HIP37789,-,TIC21373524,-,-,F8V,,,,,,,,,,,,,,,,,,,0,
264,HD48684,Gaia DR3 937696368373901696,HD48684,HIP32415,-,TIC240153522,-,-,G0V,,,,,,,,,,,,,,,,,,,0,
265,HD45391,Gaia DR3 942860190374658688,HD45391,HIP30862,-,TIC144135094,-,-,G1V,,,,,,,,,,,,,,,,,,,0,
266,HD54591,Gaia DR3 947626504561429376,HD54591,-,-,TIC328562268,-,-,-,,,,,,,,,,,,,,,,,,,0,
267,psi05Aur,Gaia DR3 952326504452337792,HD48682,HIP32480,GJ245,TIC307754027,-,psi05 Aur,F9V,41.0,5.25,6039.0,4.27,2.63,862.0,3.7,43.0,4.124,,,,,,,,,,0,
268,HD49197,Gaia DR3 952346742338146176,HD49197,HIP32702,-,TIC191833127,-,-,F5,,,,,,,,,,,,,,,,,,,0,
269,HD44614,Gaia DR3 955687952016048000,HD44614,HIP30486,-,TIC197117103,-,-,G0,,,,,,,,,,,,,,,,,,,0,
270,HD40979,Gaia DR3 961428192989499904,HD40979,HIP28767,-,TIC440489582,-,-,F8,,,,,,,,,,,,,,,,,,,0,
271,HD48410,Gaia DR3 964389315240441984,HD48410,HIP32382,-,TIC307650431,-,-,G0,,,,,,,,,,,,,,,,,,,0,
272,HD43523,Gaia DR3 968931157257437312,HD43523,HIP30023,-,TIC189847689,-,-,F5,,,,,,,,,,,,,,,,,,,0,
273,HD40650,Gaia DR3 969752767321089792,HD40650,HIP28634,-,TIC440462174,-,-,F7V,,,,,,,,,,,,,,,,,,,0,
274,HD55575,Gaia DR3 974887555341533440,HD55575,HIP35136,GJ1095,TIC156890613,-,-,F9V,23.0,5.55,5888.0,4.32,2.24,722.0,2.8,55.0,4.273,921.0,,32.0,48.0,,1.0,1.44,,1.64,80,1.339
275,22Lyn,Gaia DR3 976893923544104576,HD58855,HIP36439,GJ9234,TIC328324648,-, 22 Lyn,F6V,,,,,,,,,,,,,,,,,,,0,
276,HD63332,Gaia DR3 984918228123275776,HD63332,HIP38325,-,TIC53336409,-,-,F6V,,,,,,,,,,,,,,,,,,,0,
277,HD47309,Gaia DR3 992524409046563840,HD47309,HIP31965,-,TIC252872174,-,-,G0,,,,,,,,,,,,,,,,,,,0,
278,HD42819,Gaia DR3 998074365785799552,HD42819,HIP29777,-,TIC322676499,-,-,G0,,,,,,,,,,,,,,,,,,,0,
279,HD46317,Gaia DR3 1001431106066942848,HD46317,HIP31552,-,TIC444898583,-,-,-,,,,,,,,,,,,,,,,,,,0,
280,HD78899,Gaia DR3 1012870940436984064,HD78899,HIP45187,GJ3539,TIC279825533,-,-,G5,,,,,,,,,,,,,,,,,,,0,
281,HD73636,Gaia DR3 1014542369909518976,HD73636,HIP42627,-,TIC332228814,-,-,G0,,,,,,,,,,,,,,,,,,,0,
282,HD75616,Gaia DR3 1017229679407710336,HD75616,HIP43625,-,TIC10057347,-,-,F5,,,,,,,,,,,,,,,,,,,0,
283,HD79211,Gaia DR3 1022456104850892928,HD79211,HIP120005,GJ338B,TIC251078597,-,-,M0V,,,,,,,,,,,,,,,,,,,0,
284,HD79210,Gaia DR3 1022456139210632064,HD79210,HIP45343,GJ338A,TIC251078595,-,-,K7V,,,,,,,,,,,,,,,,,,,0,
285,HD71881,Gaia DR3 1027330446055197952,HD71881,HIP41844,-,TIC282854588,-,-,G1V,,,,,,,,,,,,,,,,,,,0,
286,HD71244,Gaia DR3 1029035891669372800,HD71244,HIP41598,-,TIC71148871,-,-,G0,,,,,,,,,,,,,,,,,,,0,
287,HD68638,Gaia DR3 1035000055055287680,HD68638,HIP40497,-,TIC81041820,-,-,-,,,,,,,,,,,,,,,,,,,0,
288,cUMa,Gaia DR3 1040054235130174080,HD79028,HIP45333,GJ337.1,TIC86177169,-, 16 UMa,-,,,,,,,,,,,,,,,,,,,0,
289,HD86884,Gaia DR3 1046616429761951232,HD86884,HIP49246,-,TIC137882612,-,-,F8,,,,,,,,,,,,,,,,,,,0,
290,HD100446,Gaia DR3 1056358927417808384,HD100446,HIP56423,-,TIC100012575,-,-,F8,,,,,,,,,,,,,,,,,,,0,
291,HD97584A,Gaia DR3 1078773262224027520,HD97584A,HIP54952,GJ420A,TIC142591776,-,-,-,,,,,,,,,,,,,,,,,,,0,
292,pi01UMa,Gaia DR3 1092545710514654464,HD72905,HIP42438,GJ311,TIC417762326,-,pi.01 UMa,G0.5V,,,,,,,,,,,,,,,,,,,0,
293,HD66751,Gaia DR3 1098326392897863680,HD66751,HIP40015,GJ296.2,TIC71561609,-,-,F8V,,,,,,,,,,,,,,,,,,,0,
294,HD45767,Gaia DR3 1103648372774574976,HD45767,HIP31333,-,TIC55482061,-,-,-,,,,,,,,,,,,,,,,,,,0,
295,HD42417,Gaia DR3 1104720293532079104,HD42417,HIP29720,-,TIC468871869,-,-,-,,,,,,,,,,,,,,,,,,,0,
296,HD42250,Gaia DR3 1107458592882148096,HD42250,HIP29761,GJ9205,TIC468874310,-,-,G9V,83.0,7.43,5357.0,4.43,3.24,1536.0,4.08,25.0,3.91,,,,,,,,,,0,
297,HD41476,Gaia DR3 1107751475291132160,HD41476,HIP29421,-,TIC468838503,-,-,F5,,,,,,,,,,,,,,,,,,,0,
298,HD51370,Gaia DR3 1110103708620333696,HD51370,HIP34024,-,TIC417757111,-,-,-,,,,,,,,,,,,,,,,,,,0,
299,HD83186,Gaia DR3 1119805008948282880,HD83186,HIP47469,-,TIC159504148,-,-,F9V,,,,,,,,,,,,,,,,,,,0,
300,HD130125,Gaia DR3 1157737335472646016,HD130125,HIP72223,-,TIC368788381,-,-,F7/8V,,,,,,,,,,,,,,,,,,,0,
301,HD132756,Gaia DR3 1161797900633510144,HD132756,HIP73449,-,TIC368894360,-,-,G0,,,,,,,,,,,,,,,,,,,0,
302,HD139457,Gaia DR3 1165262633571848064,HD139457,HIP76543,-,TIC323138830,-,-,F6,,,,,,,,,,,,,,,,,,,0,
303,HD138573,Gaia DR3 1166216253750406144,HD138573,HIP76114,-,TIC393055414,-,-,G5IV,,,,,,,,,,,,,,,,,,,0,
304,HD134066B,Gaia DR3 1167718049194619136,HD134066B,-,-,TIC449902390,-,-,-,,,,,,,,,,,,,,,,,,,0,
305,HD134066A,Gaia DR3 1167718049194619264,HD134066A,-,-,TIC449902389,-,-,-,,,,,,,,,,,,,,,,,,,0,
306,HD134228,Gaia DR3 1167838720595878400,HD134228,-,-,TIC449904735,-,-,-,,,,,,,,,,,,,,,,,,,0,
307,HD136160A,Gaia DR3 1168984617870183808,HD136160A,HIP74930,-,TIC366510795,-,-,-,,,,,,,,,,,,,,,,,,,0,
308,HD131023,Gaia DR3 1174143182830505984,HD131023,HIP72634,GJ3868,TIC349674635,-,-,-,,,,,,,,,,,,,,,,,,,0,
309,HD130087,Gaia DR3 1174592883086082176,HD130087,HIP72190,-,TIC366362698,-,-,G2IV,,,,,,,,,,,,,,,,,,,0,
310,HD128311,Gaia DR3 1176209886733406592,HD128311,HIP71395,GJ3860,TIC349606708,-,-,K3V,,,,,,,,,,,,,,,,,,,0,
311,HD126246A,Gaia DR3 1177532908459199488,HD126246A,-,-,TIC421807396,-,-,F8V,,,,,,,,,,,,,,,,,,,0,
312,HD127540,Gaia DR3 1179352772001961216,HD127540,HIP71034,-,TIC72634674,-,-,F5,,,,,,,,,,,,,,,,,,,0,
313,HD131473,Gaia DR3 1186325496788069632,HD131473,HIP72846,-,TIC229551787,-,-,-,,,,,,,,,,,,,,,,,,,0,
314,HD133161,Gaia DR3 1186966374628267648,HD133161,HIP73593,-,TIC418027000,-,-,G2V,,,,,,,,,,,,,,,,,,,0,
315,HD140667,Gaia DR3 1189404610382948224,HD140667,HIP77098,-,TIC296858769,-,-,-,,,,,,,,,,,,,,,,,,,0,
316,39Ser,Gaia DR3 1191518146611956096,HD142267,HIP77801,GJ3924,TIC172607904,-, 39 Ser,G1V,,,,,,,,,,,,,,,,,,,0,
317,HD142093,Gaia DR3 1192813951126183808,HD142093,HIP77718,-,TIC172603242,-,-,G2V,,,,,,,,,,,,,,,,,,,0,
318,gamSer,Gaia DR3 1193030490492925824,HD142860,HIP78072,GJ603,TIC377415363,-,gam Ser,F6V,,,,,,,,,,,,,,,,,,,0,
319,HD136923,Gaia DR3 1209182041427374080,HD136923,HIP75277,-,TIC345585983,-,-,G9V,,,,,,,,,,,,,,,,,,,0,
320,HD135101A,Gaia DR3 1212385193677160832,HD135101A,HIP74432,GJ3896,TIC351354256,-,-,G5V,73.0,6.69,5677.0,4.2,2.93,1122.0,4.65,42.0,3.952,,,,,,,,,,0,
321,HD135101B,Gaia DR3 1212385193677161088,HD135101B,HIP74434,GJ3897,TIC351354253,-,-,G7V,,,,,,,,,,,,,,,,,,,0,
322,HD140812,Gaia DR3 1216500150307258112,HD140812,HIP77129,-,TIC349360612,-,-,F5V,,,,,,,,,,,,,,,,,,,0,
323,HD144287,Gaia DR3 1219254942328596736,HD144287,HIP78709,GJ609.2,TIC236316949,-,-,G8V,,,,,,,,,,,,,,,,,,,0,
324,HD126945,Gaia DR3 1229191778663045120,HD126945,HIP70760,-,TIC141303997,-,-,G5,,,,,,,,,,,,,,,,,,,0,
325,HD121560,Gaia DR3 1230894097540611968,HD121560,HIP68030,-,TIC458457378,-,-,F6V,,,,,,,,,,,,,,,,,,,0,
326,HD122676,Gaia DR3 1231250992143084800,HD122676,HIP68634,GJ3824,TIC72601126,-,-,G7V,,,,,,,,,,,,,,,,,,,0,
327,HD130396,Gaia DR3 1236764218322666880,HD130396,HIP72336,-,TIC345561530,-,-,F8V,,,,,,,,,,,,,,,,,,,0,
328,HD131511,Gaia DR3 1236929488664453376,HD131511,HIP72848,GJ567,TIC267365256,-,-,K0.5V,,,,,,,,,,,,,,,,,,,0,
329,ksiBooA,Gaia DR3 1237090738916392704,HD131156A,-,GJ566A,TIC1101124558,-,ksi Boo A,-,,,,,,,,,,,,,,,,,,,0,
330,ksiBooB,Gaia DR3 1237090738916392832,HD131156B,-,GJ566B,TIC1101124559,-,ksi Boo B,K5V,,,,,,,,,,,,,,,,,,,0,
331,HD129814,Gaia DR3 1237374997031931392,HD129814,HIP72043,-,TIC345291554,-,-,G5V,,,,,,,,,,,,,,,,,,,0,
332,HD126512,Gaia DR3 1240498331609669120,HD126512,HIP70520,-,TIC298434919,-,-,G0,,,,,,,,,,,,,,,,,,,0,
333,HD129501,Gaia DR3 1241384331823317632,HD129501,HIP71899,-,TIC287081946,-,-,-,,,,,,,,,,,,,,,,,,,0,
334,tauBooA,Gaia DR3 1244571953471006720,HD120136,HIP67275,GJ527,TIC72506701,-,tau Boo A,F7IV,,,,,,,,,,,,,,,,,,,0,
335,HD125040A,Gaia DR3 1252050659765215744,HD125040A,-,-,TIC135171750,-,-,-,,,,,,,,,,,,,,,,,,,0,
336,HD123033,Gaia DR3 1258410612976538368,HD123033,HIP68785,-,TIC28199267,-,-,-,,,,,,,,,,,,,,,,,,,0,
337,HD134495,Gaia DR3 1264583374334606848,HD134495,HIP74183,-,TIC229906957,-,-,-,,,,,,,,,,,,,,,,,,,0,
338,HD131042,Gaia DR3 1265671031852406272,HD131042,HIP72604,-,TIC345259916,-,-,G2,,,,,,,,,,,,,,,,,,,0,
339,HD130948A,Gaia DR3 1265976524286377856,HD130948A,HIP72567,GJ564,TIC198304072,-,-,F9IV,,,,,,,,,,,,,,,,,,,0,
340,HD136176A,Gaia DR3 1271209611223823232,HD136176A,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,0,
341,HD136176B,Gaia DR3 1271209615518148736,HD136176B,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,0,
342,HD136654,Gaia DR3 1277115023753077248,HD136654,HIP75104,-,TIC445872278,-,-,F5,,,,,,,,,,,,,,,,,,,0,
343,HD134044,Gaia DR3 1291886309636988416,HD134044,HIP73941,-,TIC20204058,-,-,F8V,,,,,,,,,,,,,,,,,,,0,
344,HD135891,Gaia DR3 1292155518186768000,HD135891,HIP74730,-,TIC20304188,-,-,-,,,,,,,,,,,,,,,,,,,0,
345,HD133725,Gaia DR3 1295674883108568704,HD133725,HIP73765,-,TIC20182165,-,-,-,,,,,,,,,,,,,,,,,,,0,
346,HD149890,Gaia DR3 1312210782076778624,HD149890,HIP81312,-,TIC57011334,-,-,F8V,,,,,,,,,,,,,,,,,,,0,
347,HD151288,Gaia DR3 1314438839310796800,HD151288,HIP82003,GJ638,TIC224329387,-,-,K7.5V,,,,,,,,,,,,,,,,,,,0,
348,HD145729,Gaia DR3 1316920711932740992,HD145729,HIP79327,-,TIC236343611,-,-,F8,,,,,,,,,,,,,,,,,,,0,
349,HD146946,Gaia DR3 1319438043804452352,HD146946,HIP79837,-,TIC17618172,-,-,F9V,,,,,,,,,,,,,,,,,,,0,
350,HD145645,Gaia DR3 1321957952654963968,HD145645,HIP79285,-,TIC17466464,-,-,G5,,,,,,,,,,,,,,,,,,,0,
351,15CrB,Gaia DR3 1323427759184545536,HD143761,HIP78459,GJ606.2,TIC458494003,-, 15 CrB,G0V,4.0,5.4,5833.0,4.29,5.35,457.0,3.0,186.0,4.582,1253.0,10.0,27.0,71.0,3.4,4.14,4.01,-1.38,0.5,108,4.152
352,17CrBB,Gaia DR3 1328866562170960384,HD146362,-,GJ615.2B,TIC17542166,-, 17 CrB B,G1V,,,,,,,,,,,,,,,,,,,0,
353,sig02CrB,Gaia DR3 1328866562170960512,HD146361,-,GJ615.2A,TIC17542164,-,sig02 CrB,-,,,,,,,,,,,,,,,,,,,0,
354,HD147044,Gaia DR3 1329002145698389760,HD147044,HIP79862,-,TIC17617323,-,-,G0V,,,,,,,,,,,,,,,,,,,0,
355,72Her,Gaia DR3 1333760419707327744,HD157214,HIP84862,GJ672,TIC9728611,-, 72 Her,G0V,10.0,5.38,5817.0,4.61,2.7,378.0,3.1,44.0,4.478,1068.0,1.0,23.0,62.0,,1.07,1.06,0.35,1.38,86,1.088
356,HD155060,Gaia DR3 1334288219648212352,HD155060,HIP83827,-,TIC21832928,-,-,F8,,,,,,,,,,,,,,,,,,,0,
357,HD155358,Gaia DR3 1334643739861016832,HD155358,HIP83949,-,TIC21897561,-,-,G0,,,,,,,,,,,,,,,,,,,0,
358,HD159222,Gaia DR3 1335880415564253312,HD159222,HIP85810,GJ679,TIC39464221,-,-,G1V,84.0,6.56,5780.0,4.41,2.86,976.0,5.8,88.0,3.902,,,,,,,,,,0,
359,HD160245,Gaia DR3 1342074239441776256,HD160245,HIP86234,-,TIC18178958,-,-,G0,,,,,,,,,,,,,,,,,,,0,
360,HD161163,Gaia DR3 1342735149009387136,HD161163,HIP86642,-,TIC256003233,-,-,G0,,,,,,,,,,,,,,,,,,,0,
361,HD162826,Gaia DR3 1344497769227698432,HD162826,HIP87382,-,TIC116246139,-,-,F8V,,,,,,,,,,,,,,,,,,,0,
362,HD153970,Gaia DR3 1359603267994469632,HD153970,HIP83222,-,TIC115621918,-,-,F8,,,,,,,,,,,,,,,,,,,0,
363,HD154345,Gaia DR3 1359938520253565952,HD154345,HIP83389,GJ651,TIC198562505,-,-,G9,22.0,6.76,5455.0,4.52,3.52,864.0,3.0,141.0,4.278,1001.0,,23.0,56.0,,2.38,2.97,,2.36,79,2.413
364,HD159062,Gaia DR3 1362295082910131200,HD159062,HIP85653,GJ4010,TIC270258076,-,-,G9V,,,,,,,,,,,,,,,,,,,0,
365,HD160506,Gaia DR3 1362368578390231936,HD160506,HIP86302,-,TIC164305613,-,-,G0,,,,,,,,,,,,,,,,,,,0,
366,HD160291,Gaia DR3 1366853555039564544,HD160291,HIP86173,-,TIC321601835,-,-,-,,,,,,,,,,,,,,,,,,,0,
