star_ID  ;prio;sys            ;R.A.[deg];R.A.[min] ;R.A.[sec]  ;DEC [deg];DEC [amin];DEC [arcs]  ;dist [pc]         ;magV     ;magJ ;magH ;magK ;spT   ;Teff ;Teff_e;met  ;mass ;mass_e;lum    ;lum_e;R*   ;R*_e;vsini ;vsini_e;logg;logg_e;age  ;age_e;Protmax;Protmax_e;Prot;Prot_e;i*;i*_e;i_dd  ;i_dd_e;Prot_d;Prot_d_e;dd_t1;dd_l1;dd_r1;dd_l2;RV_Prec(390-870) 10m;RV_Prec(390-870) 30m;HZ Rin;HZ Rout;P(HZ);mdl(hz) 30min;Notes RL;Notes MH
HD224953A;3;Multiple system;0;2;8.728;-68;16;50.751;15.196;9.57;6.736;6.113;5.896;K5.0;3950;70;-999;0.59;0.02;0.82;0.001;0.611;0.008;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.66;0.38;0.27;0.39;90.14;1.87;Close stellar comp.;
HD55;0;Unknown system ;0;5;17.689;-67;49;57.323;16.392;8.485;6.44;5.885;5.714;K4.5 V;4530;70;-0.66;0.71;0.02;0.144;0.0008;0.615;0.005;2.68;1.39;4.22;0.25;-999;-999;11.62;6.03;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.48;0.27;0.36;0.52;126.51;1.68;-999;Big jump from pre to post upgrade datasets. Taking only the pre-upgrade dataset, RMS 2.01 m/s, no RV signal. Most act ind are quiet, but signals at ~100s d in Halpha
HD693;2;Unknown system ;0;11;15.858;-15;28;4.720;18.886;4.89;4.153;3.8;3.821;F8 V;6270;70;-0.31;1.25;0.05;2.97;0.04;1.46;0.01;-999;-999;3.88;0.08;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;110;2.4e-06;11;-999;1.19;0.69;1.64;2.36;923.99;12.17;mdl(hz) > 10mE;
HD739;2;Unknown system ;0;11;44.021;-35;7;59.213;21.719;5.239;4.41;4.159;4.13;F5 V;6490;70;-0.04;1.29;0.05;3.04;0.03;1.38;0.01;-999;-999;4.08;0.06;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;2.36;1.36;1.66;2.39;926.66;24.53;mdl(hz) > 10mE;
HD1237;3;Unknown system ;0;16;12.678;-79;51;4.245;17.498;6.59;5.366;4.99;4.859;G8 V;5510;70;-0.05;0.93;0.02;0.647;0.005;0.882;0.007;5.07;2.25;-999;-999;-999;-999;8.81;3.91;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.27;0.15;0.76;1.1;339.67;1.56;Warm Jupiter at 134d, PMS star <100Myr;One known planet, b at 133.7d, 3.37 MJ (Naef et al 2001) -> CORALIE RVs. Relatively few HARPS RVs, what looks like a linear is probably part of the long-period planet. Also, the HARPS RVs are intensive series taken over 3 nights, of 10 points/night! 
HD2025;0;Unknown system ;0;24;25.933;-27;1;36.381;17.913;7.916;6.197;5.707;5.559;K3 V;4820;70;-0.31;0.77;0.02;0.245;0.002;0.71;0.004;2.36;2.54;4.46;0.04;-999;-999;15.23;16.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.37;0.21;0.47;0.68;181.48;1.56;-999;No data on exoplanet archive. Only 6 obs over 6 years. RV RMS reasonable
HD2151;0;Unknown system ;0;25;45.070;-77;15;15.286;7.459;2.79;1.72;1.4;1.34;G0 V;5880;70;-0.09;1.15;0.2;3.63;0.02;1.84;0.01;-999;-999;4.09;0.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.05;0.03;0.95;1.37;425.52;0.39;HWO target candidate;
HD3651;3;Multiple system;0;39;21.805;21;15;1.713;11.108;5.88;4.549;4.064;3.999;K0.5 V;5240;70;0.17;0.88;0.02;0.525;0.004;0.879;0.006;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.17;0.10;0.69;0.99;299.75;0.96;Warm Jupiter at 62d;
HD4391;3;Multiple system;0;45;45.593;-47;33;7.143;15.09;5.794;4.666;4.155;4.298;G3 V;5850;70;-0.18;1.02;0.03;0.944;0.006;0.946;0.005;5.0;2.24;-999;-999;-999;-999;9.58;4.29;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.21;0.12;0.92;1.33;431.53;1.43;Eclipsing Binary;RV peaks at 50, 60d, but also peaks in CRX, Halpha at 50d (G pdf). Taking the night medians (GK pdf), no peaks!
HD4378A;0;Multiple system;0;45;48.287;-41;54;33.080;15.725;8.51;6.082;5.449;5.318;K5 V;3800;200;-999;0.6;0.1;0.2;0.1;1.1;0.4;-999;-999;3.32;0.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.33;0.19;0.45;0.65;192.33;1.22;-999;
HD4628;0;Multiple system;0;48;22.976;5;16;50.209;7.435;5.74;4.367;3.722;3.683;K2.5 V;5020;70;-0.22;0.8;0.02;0.294;0.002;0.718;0.005;-999;-999;3.71;0.11;5310;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.14;0.08;0.52;0.74;204.19;0.63;-999;
HD4676;3;Multiple system;0;48;58.708;16;56;26.324;23.392;4.926;4.433;4.152;4.182;F8 V;6065;70;0.01;1.25;0.1;4.12;0.04;1.84;0.01;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.61;0.24;1.93;2.78;1180.6;4.6;Spectroscopic Binary;
HD4747;3;Multiple system;0;49;26.760;-23;12;44.869;18.849;7.15;5.813;5.433;5.305;G8 V;5550;70;-0.2;0.91;0.05;0.442;0.004;0.718;0.006;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;800;0.0005;0.08;-999;0.35;0.20;0.63;0.91;258.7;1.87;Spectroscopic Binary, Hot Jupiter;
HD4813;1;Unknown system ;0;50;7.589;-10;38;39.584;15.923;5.19;4.41;4.012;4.015;F7 V;6100;70;-0.12;1.16;0.05;1.78;0.01;1.196;0.008;-999;-999;4.06;0.13;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.63;0.36;1.27;1.83;654.4;5.39;;
HD4967;0;Multiple system;0;51;34.020;22;54;36.240;15.363;8.954;6.545;5.921;5.735;K5 V;4237;70;0.28;0.66;0.02;0.1085;0.0007;0.612;0.004;-999;-999;4.45;0.06;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.58;0.33;0.31;0.45;105.31;1.84;-999;
HD5133;0;Single system  ;0;53;1.135;-30;21;24.891;13.942;7.171;5.537;5.049;4.894;K2.5 V;5010;70;-0.07;0.8;0.02;0.282;0.002;0.703;0.004;1.5;1.5;4.46;0.04;2500;1000;23.73;23.73;-999;-999;-999;-999;38;26;14.6;17.9;62;1.1e-05;11;-999;0.27;0.15;0.50;0.73;196.95;1.17;-999;
HD6101;3;Multiple system;1;2;24.553;5;3;41.609;22.492;8.131;6.199;5.676;5.51;K2 V;4610;70;-999;0.77;0.03;0.31;0.02;0.87;0.02;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.41;0.23;0.53;0.76;215.61;1.81;Close vis. comp.;Only 4 data points, all in one month, high scatter
HD7439;3;Multiple system;1;14;24.041;-7;55;22.173;24.0531;5.13;4.396;4.019;4.064;F5 V;6450;70;-0.25;1.33;0.1;4.08;0.04;1.62;0.02;-999;-999;4.02;0.08;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;2.08;1.20;1.92;0.77;494.01;17.91;"mdl(hz) > 10mE, close binary (0.2"")";
HD7788;2;Multiple system;1;15;46.089;-68;52;33.336;23.261;4.25;3.759;3.457;3.876;F6 IV;6530;80;-0.2;1.35;0.05;4.0;0.1;1.55;0.03;17.19;0.955;2.48;1.5;2850;-999;4.57;0.27;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;1.61;0.93;1.89;2.72;1100;18.31;RUWE 10.4, PMaG3 10.1, mdl(hz) > 10mE;
HD9540;0;Multiple system;1;33;15.809;-24;10;40.655;19.265;6.97;5.694;5.269;5.157;K0 V;5490;70;-0.02;0.91;0.02;0.552;0.003;0.822;0.005;-999;-999;4.17;0.07;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.31;0.18;0.71;1.02;308.02;1.78;-999;
HD10361;3;Multiple system;1;39;47.565;-56;11;47.213;8.196;5.797;4.043;3.6;3.51;K2 V;5400;70;-0.22;0.85;0.05;0.316;0.036;0.638;0.008;7.334;0.407;-999;-999;85;65;4.41;0.25;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.18;0.10;0.53;0.77;207.61;0.83; PMS star <100Myr;
GJ66B;2;Multiple system;1;39;47.813;-56;11;35.944;8.189;5.685;3.57;-999;3.56;K2 V;5210;70;-0.22;0.88;0.05;-999;-999;-999;-999;-999;-999;4.45;0.04;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;300;0.0001;-999;-999;0.15;0.09;-999;-999;-999;-999;no lum, no rad;
HD10647;1;Unknown system ;1;42;29.315;-53;44;26.991;17.349;5.52;4.791;4.399;4.34;F9 V;6150;70;-0.01;1.13;0.04;1.552;0.008;1.099;0.008;8.59;0.477;4.39;0.03;1700;600;6.48;0.36;4.75;-999;46.5;-999;76.7;1.0;6.31;0.37;40;0.000245;59;6.3e-05;0.98;0.57;1.19;1.71;599.92;8.14;;
HD10476;0;Multiple system;1;42;29.763;20;16;6.646;7.532;5.24;3.855;3.391;3.285;K1 V;5250;70;-0.01;0.86;0.02;0.446;0.003;0.807;0.005;-999;-999;4.17;0.08;4930;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.13;0.07;0.64;0.92;271.31;0.64;-999;
HD10700;2;Single system  ;1;44;4.083;-15;56;14.928;3.652;3.49;2.149;1.8;1.794;G8 V;5430;70;-0.51;0.61;0.02;0.484;0.003;0.787;0.005;0.52;1.5;4.33;0.2;6000;1500;76.64;221.08;13.4;-999;30.3;-999;35;10;44.0;127.5;100;1.4e-05;5;-999;0.06;0.04;0.66;0.95;337.76;0.31;-999;"4 known planets, tau Cet g at 20d, 1.75Me; h at 49d, 1.8Me; e at 162d, 3.9Me; f at 636d, 3.9Me. 11346 obs over 561 nights!! Suitable: unlikely to find more candidates, but could do independent confirmation/validation?"
HD13445;3;Unknown system ;2;10;25.918;-50;49;25.465;10.782;6.12;4.785;4.245;4.125;K0 V;5420;70;-0.23;0.87;0.03;0.385;0.003;0.704;0.006;2.0;1.4;-999;-999;-999;-999;17.83;12.48;-999;-999;-999;-999;-999;-999;-999;-999;700;0.0005;0.1;-999;0.21;0.12;0.59;0.85;239.23;1.06;Hot Jupiter;One planet, b at 15d, 4.4Mj
HD14412;0;Unknown system ;2;18;58.505;-25;56;44.474;12.835;6.33;5.056;4.694;4.551;G8 V;5560;70;-0.45;0.87;0.03;0.437;0.002;0.765;0.038;3.5;1.87;4.59;0.07;7244;4778;11.07;5.94;-999;-999;-999;-999;-999;-999;-999;-999;130;4E-06;3;-999;0.24;0.14;0.68;0.97;293.43;1.32;-999;Pretty flat periodograms (save Ha some peaks at 10-100d, but not significant). But only for the night-medianned! Unbinned lots of peaks everywhere, especially 10-20d for RVs
HD15468;3;Multiple system;2;29;1.727;-19;58;45.052;19.377;8.767;6.591;5.997;5.828;K4.5 V;4390;70;-999;0.69;0.02;0.182;0.001;0.737;0.006;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.55;0.31;0.41;0.58;153.13;2.02;"Close vis. comp. at 0.3""";
HD15798;3;Multiple system;2;32;5.188;-15;14;41.654;23.053;4.75;3.834;3.525;3.473;F5 V;6370;70;-0.17;1.25;0.1;7.4;0.1;2.23;0.02;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;1.47;0.85;2.58;3.72;1826.4;18.82;"Close WDS comp. 0.2""";
HD16160;0;Multiple system;2;36;4.901;6;53;12.384;7.229;5.498;4.15;3.66;3.52;K3 V;4820;70;-0.1;0.78;0.02;0.281;0.003;0.759;0.008;2.0;1.4;3.86;0.2;-999;-999;19.22;13.45;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.12;0.07;0.50;0.73;199.45;0.54;-999;Lots of peaks in unbinned RVs, plus long-term 2nd order trend
HD16765;3;Multiple system;2;41;13.997;0;41;43.250;22.287;5.72;4.715;4.642;4.506;F7 IV;6190;70;-1.93;1.19;0.05;2.16;0.09;1.28;0.03;41.301;2.294;-999;-999;30;-999;1.57;0.09;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;1.29;0.75;1.40;2.02;748.68;11.94;probably PMS star <100Myr, vsini~41km/s;
HD17051;2;Unknown system ;2;42;33.467;-50;48;1.055;17.357;5.4;4.75;4.323;4.138;F8 V;6210;70;0.16;1.17;0.05;1.705;0.008;1.133;0.006;-999;-999;4.21;0.08;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;1.22;0.70;1.25;1.80;635.9;10.43;mdl(hz) > 10mE;
HD17206;2;Unknown system ;2;45;6.199;-18;34;21.442;14.276;4.47;3.486;3.236;3.249;F7 V;6420;70;0.01;1.25;0.04;2.65;0.04;1.32;0.01;20.47;1.137;4.5;0.5;-999;-999;3.27;0.18;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;1.44;0.83;1.55;2.24;852.19;14.25;Spectroscopic Binary? mdl(hz) > 10mE;
HD17925;3;Single system  ;2;52;32.128;-12;46;10.968;10.361;6.05;4.83;4.23;4.167;K1 V;5140;70;0.15;0.89;0.02;0.4;0.003;0.786;0.006;4.68;2.16;-999;-999;200;100;8.5;3.93;7.0;-999;46.8;-999;67.4;19.8;7.85;4.63;98;4.9e-05;5;-999;0.17;0.10;0.59;0.85;236.53;0.89;PMS star <500Myr, RS CVn Variable;Very high scatter, no peaks in periodograms
HD19305;0;Unknown system ;3;6;26.737;1;57;54.631;14.720;9.07;6.492;5.843;5.646;M0 V;4099;70;-999;0.64;0.02;0.1031;0.0005;0.637;0.003;-999;-999;4.45;0.04;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.58;0.33;0.31;0.44;104.84;1.8;-999;
HD20010B;3;Multiple system;3;12;4.199;-28;59;13.011;14.083;7.19;2.572;2.317;2.238;G7 V;5550;200;-0.22;-999;-999;0.9;0.9;0.1;0.07;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.36;0.21;-999;-999;-999;-999;very odd SED and Teff;
HD20010;1;Multiple system;3;12;4.530;-28;59;15.439;14.237;3.8;2.572;2.317;2.238;F6 V;6170;70;-0.22;1.3;0.15;4.76;0.08;1.91;0.03;-999;-999;3.5;0.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.53;0.31;2.08;2.99;1292.9;6.28;;
HD20280;3;Unknown system ;3;14;44.624;-26;26;46.496;18.673;9.141;6.86;6.267;6.067;K5.5 V;4317;70;-999;0.68;0.03;0.1232;0.0007;0.627;0.004;-999;-999;-999;-999;45;5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.64;0.37;0.33;0.48;114.16;2.17;PMS star <100Myr;13 points over 14 years, RMS 6.17m/s
HD20766;2;Unknown system ;3;17;46.163;-62;34;31.152;12.045;5.53;4.462;4.041;3.994;G2.5 V;5790;70;-0.22;0.99;0.03;0.787;0.004;0.881;0.006;2.64;1.38;3.96;0.17;-999;-999;16.9;8.83;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.19;0.11;0.84;1.22;383.72;1.24;-999;Forest of peaks in 10-100d range in all periodograms, high RV scatter. 68 obs on 26 nights, binned periodograms are cleaner but all show peaks at ~450d. Honestly, purely by eye looks like a sinusoid? -> fitting for 1562d, 0.45Mj, 6d, 26Me, rms still 5.89m/s
HD20807;3;Multiple system;3;18;12.818;-62;30;22.904;12.039;5.24;4.27;3.874;3.86;G1 V;5910;70;-0.23;1.04;0.03;1.016;0.006;0.962;0.007;2.06;1.44;-999;-999;6230;2600;23.65;16.53;-999;-999;-999;-999;82.5;4.2;23.45;16.48;0;0;0;-999;0.17;0.10;0.96;1.38;453.25;1.23;close interferometric binary;Forest of peaks in 10-1000d range in all periodograms. 316 obs on 99 nights, night-medianned periodograms look cleaner...
HD20630;3;Multiple system;3;19;21.696;3;22;12.715;9.276;4.84;3.407;3.039;2.957;G5 V;5730;70;0.09;0.99;0.02;0.844;0.007;0.932;0.007;-999;-999;-999;-999;30;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.13;0.08;0.87;1.26;403.45;0.92;PMS star <100Myr;
